Article Name,Description,Link
Liz Truss lettuce,That time a vegetable outlasted the Prime Minister of the UK.,https://en.wikipedia.org/wiki/Liz_Truss_lettuce
List of Kim Jong Il's titles,Because just being the Great Leader wasn't enough.,https://en.wikipedia.org/wiki/List_of_Kim_Jong_Il%27s_titles
List of people who have lived in airports,Wish you were here?,https://en.wikipedia.org/wiki/List_of_people_who_have_lived_in_airports
Marxist–Leninist Party of the Netherlands,A fake Maoist political party set up by the BVD in order to spy on the Chinese government. Fooled Zhou Enlai and may have helped facilitate Richard Nixon's tour of China.,https://en.wikipedia.org/wiki/Marxist%E2%80%93Leninist_Party_of_the_Netherlands
McGillicuddy Serious Party,A satirical political party in New Zealand.,https://en.wikipedia.org/wiki/McGillicuddy_Serious_Party
Mel Carnahan,In 2000 he was elected to the United States Senate despite dying in a plane crash 3 weeks before election day.,https://en.wikipedia.org/wiki/Mel_Carnahan
Merkel-Raute,More than one German leader has been known for a distinctive hand gesture.,https://en.wikipedia.org/wiki/Merkel-Raute
New shoes on budget day,One of Canada's less grand political traditions.,https://en.wikipedia.org/wiki/New_shoes_on_budget_day
Nicolás Zúñiga y Miranda,Mexican eccentric who participated in the country's presidential elections no less than ten times. He always lost but claimed to be the victor and considered himself to be the country's president for several decades.,https://en.wikipedia.org/wiki/Nicol%C3%A1s_Z%C3%BA%C3%B1iga_y_Miranda
Ninja–Russia relations,Anti-Soviet activity by Ninjutsu Practitioners would be quite the Jeopardy! category.,https://en.wikipedia.org/wiki/Ninja%E2%80%93Russia_relations
Niuas Nobles' constituency,An electoral constituency consisting of just three voters who elect one of their number to one of the twenty-six seats in the Legislative Assembly of Tonga.,https://en.wikipedia.org/wiki/Niuas_Nobles%27_constituency
Nobody for President,Vote for Nobody! Nobody will listen to their campaign promises!,https://en.wikipedia.org/wiki/Nobody_for_President
Nuisance candidate,In the Philippines political candidates can be disqualified for bringing the election into disrepute or mockery having a name which confuses voters or not actually intending to run for office.,https://en.wikipedia.org/wiki/Nuisance_candidate
Official Monster Raving Loony Party,Among other policies this British political party advocates the banning of semicolons as no-one knows how to use them.,https://en.wikipedia.org/wiki/Official_Monster_Raving_Loony_Party
Old Sarum,A notorious rotten borough in Great Britain which before 1832 was entitled to elect two members of Parliament even though it had only eleven voters and no residents.,https://en.wikipedia.org/wiki/Old_Sarum_(UK_Parliament_constituency)
Pascual Racuyal,A Filipino presidential aspirant who promised to build plastic roads and govern the Philippines via satellite.,https://en.wikipedia.org/wiki/Pascual_Racuyal
Patrol 36,The most famous group of Neo-Nazi Israelis.,https://en.wikipedia.org/wiki/Patrol_36
Pedro Lascuráin,President of Mexico for 45 minutes.,https://en.wikipedia.org/wiki/Pedro_Lascur%C3%A1in
Polish Beer-Lovers' Party,One of the major political powers in Poland in the early 1990s.,https://en.wikipedia.org/wiki/Polish_Beer-Lovers%27_Party
Proposed Canadian annexation of the Turks and Caicos Islands,First proposed in 1917.,https://en.wikipedia.org/wiki/Proposed_Canadian_annexation_of_the_Turks_and_Caicos_Islands
Puedo prometer y prometo,Spain's first political joke after the end of the Franco era.,https://en.wikipedia.org/wiki/Puedo_prometer_y_prometo
Redskins Rule,When the Redskins won the party of the current president retained the presidency; when the Redskins lost the opposition party won.,https://en.wikipedia.org/wiki/Redskins_Rule
Resignation from the British House of Commons,Illegal since 1624.,https://en.wikipedia.org/wiki/Resignation_from_the_British_House_of_Commons
Rhinoceros Party,A former political party in Canada which often promised outlandishly impossible schemes designed to amuse and entertain the voting public.,https://en.wikipedia.org/wiki/Rhinoceros_Party
Richard Nixon mask,One of the United States' most popular masks.,https://en.wikipedia.org/wiki/Richard_Nixon_mask
Russian political jokes,In Soviet Russia the article reads you.,https://en.wikipedia.org/wiki/Russian_political_jokes
Screaming Lord Sutch,British musician founder of the Official Monster Raving Loony Party. Holds the record for losing all 40 elections in which he stood.,https://en.wikipedia.org/wiki/Screaming_Lord_Sutch
Shanghai Fugu Agreement,A completely fictitious international treaty accepted by the German state of Hesse in 1985.,https://en.wikipedia.org/wiki/Shanghai_Fugu_Agreement
Shi Pei Pu,A male Chinese opera singer turned spy who seduced French diplomat Bernard Boursicot during a 20-year sexual relationship by pretending to be a woman. During the affair Shi bought a child and convinced Boursicot he was the father.,https://en.wikipedia.org/wiki/Shi_Pei_Pu
Sister Boom Boom,A drag queen who dressed as a nun and ran for the Board of Supervisors of San Francisco.,https://en.wikipedia.org/wiki/Sister_Boom_Boom
Socialist fraternal kiss,When two socialist leaders are very close...,https://en.wikipedia.org/wiki/Socialist_fraternal_kiss
Statue of Lenin (Seattle),How a statue of Lenin made its way from Czechoslovakia to Seattle's Fremont neighborhood.,https://en.wikipedia.org/wiki/Statue_of_Lenin_(Seattle)
The Wizard of New Zealand,A friend of the Prime Minister of New Zealand who he made the Wizard of New Zealand.,https://en.wikipedia.org/wiki/The_Wizard_of_New_Zealand
There's No One as Irish as Barack O'Bama,A 2008 song celebrating the Irish heritage of then-candidate for President of the United States Barack Obama.,https://en.wikipedia.org/wiki/There%27s_No_One_as_Irish_as_Barack_O%27Bama
Tsang Tsou-choi,From the 1970s to his death he claimed to be the Kowloon emperor.,https://en.wikipedia.org/wiki/Tsang_Tsou-choi
Unabomber for President,Somehow there was a presidential campaign for an infamous serial killer serving eight life sentences in a supermax prison.,https://en.wikipedia.org/wiki/Unabomber_for_President
Vermin Supreme,A presidential candidate with a boot on his head who carries around a large toothbrush and pledges that if elected he will give every U.S. citizen a pony.,https://en.wikipedia.org/wiki/Vermin_Supreme
Waitangi dildo incident,A New Zealand legend where Minister for Economic Development Steven Joyce was attacked with a dildo.,https://en.wikipedia.org/wiki/Waitangi_dildo_incident
White House horseshoe pit,Where George H. W. Bush won an epic duel of horseshoes 21-0 in five minutes.,https://en.wikipedia.org/wiki/White_House_horseshoe_pit
Why I Want to Fuck Ronald Reagan,A fictitious scientific study by J.G. Ballard supposedly circulated at the 1980 Republican Convention which among other things compared the face of Ronald Reagan to a penile erection.,https://en.wikipedia.org/wiki/Why_I_Want_to_Fuck_Ronald_Reagan
Wilson Tucker (politician),A resident of Seattle who was elected to the Western Australian Legislative Council in 2021 despite receiving 98 votes (0.17% of the regional total) courtesy of group voting tickets.,https://en.wikipedia.org/wiki/Wilson_Tucker_(politician)
You have two cows,A political satire comparing different political ideologies with cows for some reason.,https://en.wikipedia.org/wiki/You_have_two_cows
1933 double eagle,An extremely rare U.S. coin that is illegal to privately own.,https://en.wikipedia.org/wiki/1933_double_eagle
BackpackersXpress,It's hard to see what went wrong with this proposal to fly Boeing 747s full of singing dancing and drinking backpackers between Australia and the UK.,https://en.wikipedia.org/wiki/BackpackersXpress
Bank of England £100000000 note,If you thought the largest UK banknote was £50 then you're VERY wrong.,https://en.wikipedia.org/wiki/Bank_of_England_%C2%A3100,000,000_note
Big Mac Index,Ronald McDonaldonomics.,https://en.wikipedia.org/wiki/Big_Mac_Index
Billboard Utilising Graffitists Against Unhealthy Promotions,Or BUGA-UP for short. An Australian group of subversive artists who live up to their self-description by defacing tobacco and alcohol billboard advertisements to promote healthy living.,https://en.wikipedia.org/wiki/Billboard_Utilising_Graffitists_Against_Unhealthy_Promotions
Boss key,A special button on an application used to quickly mask an employee's counterproductivity.,https://en.wikipedia.org/wiki/Boss_key
Dead cat bounce,In finance a small brief recovery in the price of a declining stock because even a dead cat will bounce if it falls from a great height.,https://en.wikipedia.org/wiki/Dead_cat_bounce
Dead mall,That formerly active and popular mall that no one goes to anymore.,https://en.wikipedia.org/wiki/Dead_mall
Elongated coin,What better souvenir than a mangled and defaced penny.,https://en.wikipedia.org/wiki/Elongated_coin
EURion constellations,Not-so-secret recognition patterns you can find on banknotes.,https://en.wikipedia.org/wiki/EURion_constellation
Financial Modeling World Cup,An esport competition of financial modelling using Microsoft Excel.,https://en.wikipedia.org/wiki/Financial_Modeling_World_Cup
Fishing industry in Switzerland,The only country where it might not surprise that the waters are allegedly too clean for optimal fishing,https://en.wikipedia.org/wiki/Fishing_industry_in_Switzerland
Fukuppy,A branding exercise by a Japanese refrigeration company which turned into a well ...,https://en.wikipedia.org/wiki/Fukuppy
GameStop short squeeze,Internet traders meme their way into a battle for Wall Street. To the moon!,https://en.wikipedia.org/wiki/GameStop_short_squeeze
Ghetto tourism,And if you look to your left you will see an impoverished minority neighborhood.,https://en.wikipedia.org/wiki/Ghetto_tourism
Gruen transfer,In shopping mall design the moment when consumers enter a mall or store and surrounded by an intentionally confusing layout lose track of their original intentions making them more susceptible to making impulse buys.,https://en.wikipedia.org/wiki/Gruen_transfer
Prix Guzman,A prize given by the French Academy of Sciences to the first person who succeeded in communicating with a celestial body other than Mars and receiving a response. (Communication with Mars was specifically exempted as many people believed that Mars was inhabited at the time and communication with that planet would not be a difficult enough challenge.) The prize caught the attention of Nikola Tesla among others but was not awarded until Apollo 11 in 1969.,https://en.wikipedia.org/wiki/Prix_Guzman
Hallmark holiday,A holiday that seemingly exists primarily for commercial purposes.,https://en.wikipedia.org/wiki/Hallmark_holiday
Hungarian pengő,The worst inflation in history caused this currency to be replaced with another that was 400­000­000­000­000­000­000­000­000­000 times its value.,https://en.wikipedia.org/wiki/Hungarian_peng%C5%91
Inflatable rat,Common tool of U.S. labor unions.,https://en.wikipedia.org/wiki/Inflatable_rat
IKEA pencil,Free popular and even used in surgery.,https://en.wikipedia.org/wiki/IKEA_pencil
Maid café,So cuteeee.,https://en.wikipedia.org/wiki/Maid_caf%C3%A9
Men's underwear index,An economic indicator popularised by Alan Greenspan.,https://en.wikipedia.org/wiki/Men%27s_underwear_index
